<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20160118,150100,65140.0000000,65150.0000000,65050.0000000,65090.0000000,2213
20160118,150200,65100.0000000,65120.0000000,65000.0000000,65010.0000000,1807
20160118,150300,65010.0000000,65050.0000000,64990.0000000,65040.0000000,693
20160118,150400,65040.0000000,65130.0000000,65000.0000000,65020.0000000,1528
20160118,150500,65010.0000000,65060.0000000,65000.0000000,65010.0000000,762
20160118,150600,65010.0000000,65040.0000000,65000.0000000,65040.0000000,429
20160118,150700,65030.0000000,65160.0000000,65030.0000000,65130.0000000,1139
20160118,150800,65120.0000000,65140.0000000,65050.0000000,65090.0000000,733
20160118,150900,65080.0000000,65090.0000000,65030.0000000,65080.0000000,564
20160118,151000,65070.0000000,65090.0000000,65000.0000000,65040.0000000,571
20160118,151100,65060.0000000,65060.0000000,64930.0000000,64970.0000000,1371
20160118,151200,64960.0000000,65060.0000000,64940.0000000,65040.0000000,828
20160118,151300,65040.0000000,65100.0000000,65020.0000000,65040.0000000,780
20160118,151400,65030.0000000,65080.0000000,65020.0000000,65070.0000000,242
20160118,151500,65070.0000000,65070.0000000,65000.0000000,65010.0000000,426
20160118,151600,65020.0000000,65050.0000000,64960.0000000,64970.0000000,544
20160118,151700,64980.0000000,64980.0000000,64930.0000000,64950.0000000,612
20160118,151800,64940.0000000,64980.0000000,64930.0000000,64960.0000000,603
20160118,151900,64960.0000000,64980.0000000,64860.0000000,64920.0000000,1187
20160118,152000,64930.0000000,65020.0000000,64900.0000000,64990.0000000,698
20160118,152100,64990.0000000,65020.0000000,64960.0000000,64970.0000000,221
20160118,152200,64980.0000000,64980.0000000,64710.0000000,64730.0000000,2343
20160118,152300,64720.0000000,64730.0000000,64630.0000000,64680.0000000,1483
20160118,152400,64670.0000000,64730.0000000,64630.0000000,64650.0000000,969
20160118,152500,64650.0000000,64670.0000000,64450.0000000,64530.0000000,3724
20160118,152600,64530.0000000,64590.0000000,64520.0000000,64570.0000000,589
20160118,152700,64570.0000000,64580.0000000,64440.0000000,64450.0000000,1019
20160118,152800,64450.0000000,64510.0000000,64430.0000000,64470.0000000,1168
20160118,152900,64450.0000000,64510.0000000,64350.0000000,64350.0000000,1861
20160118,153000,64370.0000000,64450.0000000,64340.0000000,64400.0000000,2147
20160118,153100,64410.0000000,64480.0000000,64380.0000000,64460.0000000,1156
20160118,153200,64450.0000000,64510.0000000,64450.0000000,64500.0000000,847
20160118,153300,64490.0000000,64520.0000000,64450.0000000,64490.0000000,531
20160118,153400,64480.0000000,64510.0000000,64400.0000000,64400.0000000,1835
20160118,153500,64400.0000000,64410.0000000,64350.0000000,64380.0000000,1543
20160118,153600,64370.0000000,64450.0000000,64370.0000000,64420.0000000,621
20160118,153700,64410.0000000,64470.0000000,64390.0000000,64390.0000000,659
