<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20160118,151400,164850.0000000,164875.0000000,164850.0000000,164875.0000000,5
20160118,151500,164775.0000000,164775.0000000,164775.0000000,164775.0000000,2
20160118,151600,164750.0000000,164750.0000000,164700.0000000,164700.0000000,36
20160118,151700,164700.0000000,164700.0000000,164600.0000000,164625.0000000,24
20160118,151800,164625.0000000,164625.0000000,164625.0000000,164625.0000000,3
20160118,151900,164525.0000000,164525.0000000,164400.0000000,164475.0000000,22
20160118,152000,164650.0000000,164725.0000000,164650.0000000,164700.0000000,25
20160118,152100,164675.0000000,164675.0000000,164625.0000000,164625.0000000,7
20160118,152200,164525.0000000,164525.0000000,164200.0000000,164200.0000000,32
20160118,152300,164200.0000000,164225.0000000,164150.0000000,164175.0000000,29
20160118,152400,164175.0000000,164250.0000000,164175.0000000,164250.0000000,3
20160118,152500,164150.0000000,164150.0000000,163750.0000000,163800.0000000,116
20160118,152600,163800.0000000,163900.0000000,163800.0000000,163875.0000000,11
20160118,152700,163850.0000000,163850.0000000,163800.0000000,163800.0000000,35
20160118,152800,163775.0000000,163800.0000000,163675.0000000,163700.0000000,24
20160118,152900,163725.0000000,163750.0000000,163600.0000000,163600.0000000,11
20160118,153000,163550.0000000,163875.0000000,163550.0000000,163875.0000000,60
20160118,153100,163875.0000000,163975.0000000,163850.0000000,163875.0000000,16
20160118,153200,163950.0000000,163975.0000000,163950.0000000,163975.0000000,5
20160118,153400,163975.0000000,163975.0000000,163825.0000000,163825.0000000,20
20160118,153500,163775.0000000,163775.0000000,163650.0000000,163650.0000000,9
20160118,153600,163700.0000000,163825.0000000,163700.0000000,163825.0000000,9
20160118,153700,163875.0000000,163875.0000000,163800.0000000,163800.0000000,7
20160118,153800,163800.0000000,163800.0000000,163775.0000000,163800.0000000,34
20160118,153900,163725.0000000,163725.0000000,163400.0000000,163450.0000000,53
20160118,154000,163400.0000000,163525.0000000,163400.0000000,163525.0000000,11
20160118,154100,163600.0000000,163650.0000000,163600.0000000,163625.0000000,11
20160118,154200,163600.0000000,163675.0000000,163600.0000000,163675.0000000,3
20160118,154300,163625.0000000,163625.0000000,163625.0000000,163625.0000000,1
20160118,154400,163625.0000000,163625.0000000,163600.0000000,163600.0000000,2
20160118,154500,163725.0000000,163800.0000000,163725.0000000,163800.0000000,11
20160118,154700,163750.0000000,163750.0000000,163750.0000000,163750.0000000,6
20160118,154900,163750.0000000,163775.0000000,163750.0000000,163775.0000000,5
20160118,155000,163625.0000000,163775.0000000,163625.0000000,163775.0000000,10
20160118,155100,163750.0000000,164000.0000000,163750.0000000,164000.0000000,9
20160118,155200,164025.0000000,164075.0000000,164025.0000000,164075.0000000,3
20160118,155300,164025.0000000,164025.0000000,163975.0000000,163975.0000000,6
20160118,155400,164100.0000000,164100.0000000,163950.0000000,163950.0000000,3
20160118,155500,164025.0000000,164025.0000000,164025.0000000,164025.0000000,11
20160118,155600,164025.0000000,164025.0000000,163875.0000000,163875.0000000,5
20160118,155700,163850.0000000,163850.0000000,163750.0000000,163750.0000000,3
20160118,155800,163700.0000000,163750.0000000,163700.0000000,163700.0000000,9
20160118,155900,163725.0000000,163750.0000000,163725.0000000,163750.0000000,5
20160118,160000,163800.0000000,164000.0000000,163800.0000000,163975.0000000,60
20160118,160100,164025.0000000,164025.0000000,164025.0000000,164025.0000000,2
20160118,160200,163975.0000000,164025.0000000,163975.0000000,164025.0000000,10
20160118,160300,163975.0000000,163975.0000000,163975.0000000,163975.0000000,1
20160118,160400,164000.0000000,164000.0000000,164000.0000000,164000.0000000,5
